,i_url,Sanction,name,sex,Age,Weight,SQM,BPM,DLM,Total
365,500,NS-2013-03,Carlos Buenfil,1,23,58.6,150,100,195,445
366,500,NS-2013-03,Paritosh Bhatnagar,1,21,55,82.5,67.5,130,280
367,500,NS-2013-03,"Courtney ""Kevin"" Spencer -JR",1,,64.5,157.5,97.5,190,445
368,500,NS-2013-03,"Courtney ""Kevin"" Spencer -CL",1,,64.5,157.5,97.5,190,445
369,500,NS-2013-03,Benny Lee -JR,1,,65.2,127.5,122.5,192.5,442.5
370,500,NS-2013-03,Benny Lee -MIL,1,,65.2,127.5,122.5,192.5,442.5
372,500,NS-2013-03,Samuel Derynck,1,21,73.8,205,135,242.5,582.5
373,500,NS-2013-03,Nial Luu,1,22,72.2,175,125,227.5,527.5
374,500,NS-2013-03,Hector Garcia,1,24,72.8,182.5,135,207.5,525
375,500,NS-2013-03,Joe Johnson,1,,73.2,160,110,253,523
376,500,NS-2013-03,Rene Del Angel,1,24,73.4,187.5,135,197.5,520
377,500,NS-2013-03,Joseph Cavanaugh,1,23,73.1,170,115,215,500
378,500,NS-2013-03,Chris Jacobson,1,,73.5,185,102.5,210,497.5
379,500,NS-2013-03,Nick Phillips,1,21,73.2,165,120,202.5,487.5
380,500,NS-2013-03,Stefan Marty,1,21,73.2,167.5,115,187.5,470
381,500,NS-2013-03,Andrew Pace,1,21,71,137.5,102.5,182.5,422.5
382,500,NS-2013-03,Alex Merritt,1,22,67.6,75,75,125,275
383,500,NS-2013-03,John Downing,1,23,80.9,250,162.5,265,677.5
384,500,NS-2013-03,Archer Zachary,1,21,80.9,240,142.5,277.5,660
385,500,NS-2013-03,William Everhardt,1,22,79.7,215,165,257.5,637.5
386,500,NS-2013-03,Jonnie Candito,1,21,80.5,230,142.5,255,627.5
387,500,NS-2013-03,Michael Scokowski,1,,81.9,205,165,257.5,627.5
388,500,NS-2013-03,Robert Irving,1,22,81.9,210,150,257.5,617.5
389,500,NS-2013-03,Gregory Phelps,1,20,81.6,207.5,132.5,267.5,607.5
390,500,NS-2013-03,Michael Soya,1,23,81.7,200,147.5,252.5,600
391,500,NS-2013-03,Stephen Teeters,1,23,81.4,187.5,150,260,597.5
392,500,NS-2013-03,Joseph Sullivan,1,20,81.9,215,132.5,230,577.5
393,500,NS-2013-03,Keith Schneider,1,21,78.4,200,120,242.5,562.5
394,500,NS-2013-03,Daniel Truesdell,1,20,80.2,182.5,132.5,205,520
395,500,NS-2013-03,Evan Byrne,1,23,76.4,152.5,105,167.5,425
396,500,NS-2013-03,Brian Morrison,1,40,72.4,140,120,167.5,427.5
397,500,NS-2013-03,Olun Riley,1,44,72.2,122.5,95,167.5,385
398,500,NS-2013-03,Donald Bigham,1,41,82.4,227.5,155,232.5,615
399,500,NS-2013-03,Eric Kupperstein,1,47,58.6,185,105,255,545
400,500,NS-2013-03,Jeff Phillips,1,48,64.3,175,115,235,525
401,500,NS-2013-03,Donovan Thompson,1,47,82.1,210,160,230,600
402,500,NS-2013-03,Brad Olson,1,51,65.3,170,125,215,510
403,500,NS-2013-03,Chester Horne,1,52,64.8,150,102.5,202.5,455
404,500,NS-2013-03,Gary Kaiser,1,53,73.7,185,140,230,555
405,500,NS-2013-03,Robert Yamasaki,1,61,73.3,202.5,107.5,237.5,547.5
407,500,NS-2013-03,Tyler Wells,1,,58.1,112.5,82.5,145,340
408,500,NS-2013-03,Shawn Frasquillo,1,27,65.3,195,150,237.5,582.5
409,500,NS-2013-03,Andrew Watson,1,25,65.2,205,127.5,242.5,575
410,500,NS-2013-03,Jason Haines,1,32,65.5,182.5,125,227.5,535
411,500,NS-2013-03,Tyler Mohammed,1,25,62.8,192.5,102.5,205,500
412,500,NS-2013-03,Jacob Keesee,1,18,64.9,160,112.5,192.5,465
413,500,NS-2013-03,Benny Lee -O,1,,65.2,127.5,122.5,192.5,442.5
415,500,NS-2013-03,Jordan Berke,1,24,73,205,163,247.5,615.5
416,500,NS-2013-03,Tim Lamando,1,34,73.7,200,130,257.5,587.5
417,500,NS-2013-03,Scott Myers,1,,72.6,197.5,142.5,232.5,572.5
418,500,NS-2013-03,Brent Kim,1,27,73.1,202.5,130,210,542.5
419,500,NS-2013-03,Eric Hess,1,24,73.5,190,140,202.5,532.5
420,500,NS-2013-03,Dmitry Tumin,1,26,71.7,180,97.5,230,507.5
421,500,NS-2013-03,Brett Hof,1,26,74,160,125,185,470
422,500,NS-2013-03,Slade Jones,1,24,72.6,147.5,100,210,457.5
424,500,NS-2013-03,Derek Gove,1,26,82.5,255,155,287.5,697.5
425,500,NS-2013-03,Anthony Lucas,1,29,81,232.5,165,260,657.5
426,500,NS-2013-03,Ben Pollack,1,26,82.3,230,145,280,655
427,500,NS-2013-03,Lloyd Summers,1,,82.2,210,167.5,250,627.5
428,500,NS-2013-03,Jorge Unigarro,1,31,82.1,197.5,147.5,260,605
429,500,NS-2013-03,Matt Buttimer,1,27,79.9,205,130,265,600
430,500,NS-2013-03,Leander Franklin,1,33,82.4,182.5,155,240,577.5
431,500,NS-2013-03,Daniel Segal,1,25,81.5,200,132.5,225,557.5
432,500,NS-2013-03,William Payne,1,31,82.5,192.5,130,235,557.5
433,500,NS-2013-03,Matt Maloney,1,28,75.5,205,115,225,545
434,500,NS-2013-03,Steve Ritucci,1,,81.7,185,137.5,222.5,545
435,500,NS-2013-03,Thomas Saeden,1,,60.5,100,75,125,300
436,500,NS-2013-03,Shon Paul Dukes,1,,60.9,75,65,137.5,277.5
437,500,NS-2013-03,Brett Benedix,1,,65.5,197.5,92.5,205,495
438,500,NS-2013-03,Garrett Poiry,1,18,69,150,112.5,200,462.5
439,500,NS-2013-03,Devan Cox,1,,71.2,127.5,70,170,367.5
440,500,NS-2013-03,Austin Gauldin,1,18,74.6,155,130,212.5,497.5
441,500,NS-2013-03,Paul Cataldi,1,18,58.7,142.5,92.5,182.5,417.5
442,500,NS-2013-03,Matthew Jacobson,1,19,57.8,110,65,147.5,322.5
443,500,NS-2013-03,Aaron Stroud,1,19,65.1,177.5,127.5,200,505
444,500,NS-2013-03,Jesus Flores-Correa,1,19,61.9,175,77.5,205,457.5
445,500,NS-2013-03,Jake Benedix,1,19,63.2,150,100,172.5,422.5
446,500,NS-2013-03,Eric Dillon Blalock,1,,73.2,170,130,227.5,527.5
447,500,NS-2013-03,Cody Houser,1,18,72.1,182.5,135,207.5,525
448,500,NS-2013-03,Joseph Cazoli,1,,78.9,222.5,125,232.5,580
449,500,NS-2013-03,Thomas Buckles,1,19,78.5,195,120,230,545
459,502,FL-2013-03,Eleanor Dekle,0,24,55.3,75,52.5,112.5,240
460,502,FL-2013-03,Susan Elwyn,0,66,48.7,25,40,92.5,157.5
461,502,FL-2013-03,Lisa Guggisberg,0,33,50,95,50,127.5,272.5
462,502,FL-2013-03,Juanita Najera,0,32,53.3,70,75,110,255
463,502,FL-2013-03,Melissa D'Errico,0,32,120.8,107.5,97.5,125,330
464,502,FL-2013-03,Ashley Szczepaniec,0,29,80.8,25,25,65,115
465,502,FL-2013-03,Brian Kimrey,1,,81.9,182.5,110,217.5,510
466,502,FL-2013-03,Terry Smith,1,42,141,265,160,280,705
467,502,FL-2013-03,Tim Gowens,1,,91.1,132.5,110,170,412.5
468,502,FL-2013-03,Tom Gerhard,1,,85.9,122.5,110,155,387.5
469,502,FL-2013-03,James Wildman,1,54,114.3,182.5,155,195,532.5
470,502,FL-2013-03,Jim Cooper,1,55,140,197.5,177.5,230,605
471,502,FL-2013-03,Marvin Wheeler,1,50,80.6,125,82.5,147.5,355
472,502,FL-2013-03,Michael Hutter,1,,99,207.5,155,275,637.5
473,502,FL-2013-03,Jorge Alvarez,1,29,107.4,185,137.5,255,577.5
474,502,FL-2013-03,Jennings Hester,1,25,106.8,175,127.5,232.5,535
475,502,FL-2013-03,Dominic Sirianni,1,36,132.4,267.5,172.5,282.5,722.5
476,502,FL-2013-03,Chris Fowler,1,,130.4,140,120,170,430
477,502,FL-2013-03,Charles Scarborough,1,18,89.6,187.5,122.5,205,515
478,502,FL-2013-03,Jr. Timmy Gowen,1,,62.3,122.5,87.5,170,380
479,502,FL-2013-03,Gage Bush,1,18,82.4,172.5,142.5,217.5,532.5
480,502,FL-2013-03,Abe Nassar,1,,94.2,237.5,155,255,647.5
481,502,FL-2013-03,Andrew Sellers,1,19,135.2,222.5,170,272.5,665
487,503,CO-2013-01,Steve Harms,1,61,97.2,137.5,137.5,160,435
489,503,CO-2013-01,Charlotte Genevier,0,27,56.4,77.5,45,117.5,240
490,503,CO-2013-01,Brian Ashbee,1,23,74.2,160,137.5,195,492.5
491,503,CO-2013-01,Ben Brandon,1,22,85.9,195,130,242.5,567.5
493,503,CO-2013-01,Ryne Golesh,1,20,79.1,130,105,187.5,422.5
494,503,CO-2013-01,Alvin Ueunten,1,44,89.9,205,165,255,625
495,503,CO-2013-01,Lucas Munce,1,41,88.4,172.5,105,177.5,455
496,503,CO-2013-01,Scott Caulfield,1,43,95.1,182.5,137.5,227.5,547.5
497,503,CO-2013-01,Bryan Dobson,1,42,98.1,190,105,210,505
498,503,CO-2013-01,Steve Pena,1,40,108.4,200,173,210,583
499,503,CO-2013-01,William Stansberry,1,45,72.4,90,75,125,290
500,503,CO-2013-01,Charles King,1,63,97.7,110,120,155,385
501,503,CO-2013-01,Tom Monroe,1,61,122.1,135,85,165,385
502,503,CO-2013-01,Andrew Gipson,1,64,80.6,125,125,182.5,432.5
503,503,CO-2013-01,Kyle Benevidez,1,25,70.7,182.5,110,230,522.5
504,503,CO-2013-01,David George,1,27,74.5,90,87.5,137.5,315
505,503,CO-2013-01,Jeremy Koci,1,33,86.5,212.5,165,240,617.5
506,503,CO-2013-01,DANIEL MEINZ,1,24,87.7,180,117.5,227.5,525
507,503,CO-2013-01,Sean Reagan,1,36,89,170,142.5,210,522.5
508,503,CO-2013-01,Benjamin Rudman,1,27,85.9,182.5,120,197.5,500
509,503,CO-2013-01,Evan Pennington,1,30,88.8,177.5,117.5,205,500
511,503,CO-2013-01,Matt Oster,1,25,96,177.5,107.5,245,530
512,503,CO-2013-01,Robert Swartz,1,,95.6,152.5,135,210,497.5
513,503,CO-2013-01,Jacob Covey,1,24,94.1,157.5,105,167.5,430
514,503,CO-2013-01,Daniel Gresh,1,,104.1,205,140,245,590
515,503,CO-2013-01,Joshua Burgess,1,26,138.5,175,105,265,545
516,503,CO-2013-01,Charles Hunt,1,39,125.1,182.5,125,205,512.5
517,503,CO-2013-01,Vartan Khachaturov,1,25,66.8,127.5,87.5,167.5,382.5
518,503,CO-2013-01,Jason Wood,1,34,79.3,177.5,112.5,190,480
519,503,CO-2013-01,Benjamim Mattick,1,,83.8,160,100,160,420
526,510,GA-2013-03,Torryn Jennings-Hill,0,21,69.2,85,45,117.5,247.5
527,510,GA-2013-03,Tamiciko Williams,0,41,93.2,125,60,130,315
528,510,GA-2013-03,Nicole Fuentes,0,40,90.9,95,60,127.5,282.5
529,510,GA-2013-03,Bridgette Killion,0,,64.8,102.5,52.5,125,280
530,510,GA-2013-03,Allison Strine,0,54,79.6,87.5,47.5,112.5,247.5
531,510,GA-2013-03,Aimee Connors,0,31,60,102.5,60,112.5,275
532,510,GA-2013-03,Brianna Barone,0,,58.5,95,57.5,117.5,270
533,510,GA-2013-03,Crystal Griffin,0,35,59,87.5,65,115,267.5
534,510,GA-2013-03,Yvette Jones,0,39,95.3,107.5,60,150,317.5
535,510,GA-2013-03,Jacqeline Hammond,0,,67.3,87.5,75,125,287.5
536,510,GA-2013-03,Tanya Trail,0,33,66.4,97.5,60,122.5,280
537,510,GA-2013-03,Andrea Balser,0,30,62.2,82.5,55,100,237.5
538,510,GA-2013-03,Shana White,0,35,82.4,130,75,167.5,372.5
539,510,GA-2013-03,Alexis Harvey,0,35,80.7,90,65,137.5,292.5
540,510,GA-2013-03,Alex Jackson,0,22,74,142.5,107.5,165,415
541,510,GA-2013-03,Michael Wall,1,21,86.9,182.5,110,192.5,485
542,510,GA-2013-03,Zach Williams,1,23,145.6,230,172.5,215,617.5
543,510,GA-2013-03,Al Macculay,1,,88,140,112.5,147.5,400
544,510,GA-2013-03,Eric Levy,1,41,92.1,185,102.5,217.5,505
545,510,GA-2013-03,Darren Jackson,1,43,110.5,197.5,127.5,230,555
546,510,GA-2013-03,Scott Zion,1,49,88.4,187.5,130,225,542.5
547,510,GA-2013-03,Will Johnson,1,46,91.8,172.5,125,230,527.5
548,510,GA-2013-03,John Mason,1,47,121.9,160,152.5,190,502.5
549,510,GA-2013-03,Frank Sanders,1,61,90,125,107.5,177.5,410
550,510,GA-2013-03,Jason Balser,1,27,73,117.5,105,185,407.5
551,510,GA-2013-03,Jason Reck,1,38,96.2,190,142.5,215,547.5
552,510,GA-2013-03,Alex Burns,1,27,97,167.5,145,182.5,495
553,510,GA-2013-03,Jose Olasa,1,25,107,195,145,232.5,572.5
554,510,GA-2013-03,Gary Brewer,1,29,103,165,150,225,540
555,510,GA-2013-03,Leondre Duke,1,,104.9,160,112.5,230,502.5
556,510,GA-2013-03,Adam Schmidt,1,27,111,122.5,102.5,182.5,407.5
557,510,GA-2013-03,Johnny Griffin,1,,78.1,110,75,162.5,347.5
558,510,GA-2013-03,Ian Macculay,1,,64.8,52.5,52.5,100,205
559,515,AK-2013-02,Chelsey Jo Wilson,0,,64,92.5,50,105,247.5
560,515,AK-2013-02,Iris Mucha,0,29,59,117.5,60,130,307.5
561,515,AK-2013-02,Natalie Hanson,0,23,74.1,136,80,142.5,358.5
562,515,AK-2013-02,Crystal McGill,0,29,67.8,110,62.5,142.5,315
563,515,AK-2013-02,Heather Eisenman,0,42,88.9,85,52.5,127.5,265
564,515,AK-2013-02,Casey Fonoti,0,26,115.2,150,82.5,187.5,420
565,515,AK-2013-02,Samantha Tolbert,0,26,65.1,135,80,155,370
566,515,AK-2013-02,Brittany Orton,0,29,75.1,122.5,75,155,352.5
567,515,AK-2013-02,Huck Hopper,1,19,80.8,150,97.5,197.5,445
568,515,AK-2013-02,Bill Bicskei,1,51,114.9,182.5,75,205,462.5
569,515,AK-2013-02,Colin McGill,1,35,99.6,255,132.5,255,642.5
570,515,AK-2013-02,Andrew DaRonco,1,33,99.5,207.5,130,272.5,610
571,515,AK-2013-02,Larry Martin,1,30,99.3,190,127.5,245,562.5
572,515,AK-2013-02,Jeffree Forsythe,1,27,121.9,147.5,117.5,175,440
573,515,AK-2013-02,Matt Baller,1,,141.5,300,257.5,287.5,845
574,515,AK-2013-02,Brad Gefroh,1,24,82,167.5,95,210,472.5
575,515,AK-2013-02,Tim McCoy,1,50,79.4,60,95,80,235
576,518,IN-2013-01,Amanda Smart,0,24,66,77.5,37.5,82.5,197.5
577,518,IN-2013-01,Laura Zborowski,0,23,81.8,87.5,52.5,130,270
578,518,IN-2013-01,Donna Carlisle,0,56,51.5,27.5,27.5,67.5,122.5
579,518,IN-2013-01,Jane Freeman,0,59,71,57.5,42.5,87.5,187.5
580,518,IN-2013-01,Sue Hallen,0,56,106.8,150,92.5,145,387.5
581,518,IN-2013-01,Susan Kwasny,0,37,59.9,87.5,47.5,120,255
582,518,IN-2013-01,Elizabeth Flinner,0,24,109.4,162.5,75,172.5,410
583,518,IN-2013-01,Erin Walterman,0,31,66.1,132.5,85,167.5,385
584,518,IN-2013-01,Jean Longsworth,0,25,80.9,125,65,142.5,332.5
585,518,IN-2013-01,Billy Luther,1,22,74,157.5,117.5,212.5,487.5
586,518,IN-2013-01,Dean McFarlin,1,22,87.5,162.5,107.5,192.5,462.5
587,518,IN-2013-01,Jeffery Black,1,,88,147.5,120,192.5,460
588,518,IN-2013-01,William Coyne,1,23,98.9,207.5,142.5,232.5,582.5
589,518,IN-2013-01,Eric Edmiston,1,23,102.7,215,145,237.5,597.5
590,518,IN-2013-01,Archer Zachary,1,21,82.1,247.5,140,275,662.5
591,518,IN-2013-01,Rich Salvagni,1,41,81.8,90,182.5,115,387.5
592,518,IN-2013-01,Kenny Carlisle,1,48,112.6,165,125,212.5,502.5
593,518,IN-2013-01,Larry Tentiger,1,,82.1,160,140,240,540
594,518,IN-2013-01,Eric May,1,24,88.2,222.5,127.5,265,615
595,518,IN-2013-01,Adam Longsworth,1,29,98.2,215,160,215,590
596,518,IN-2013-01,Benjamin Weddle,1,29,99,187.5,135,212.5,535
598,518,IN-2013-01,Craig Goble,1,26,119.9,187.5,142.5,227.5,557.5
599,518,IN-2013-01,Dustin Craigo,1,31,67.5,180,107.5,207.5,495
600,518,IN-2013-01,Jon Baker,1,24,81.3,192.5,152.5,195,540
601,518,IN-2013-01,Tony Mathews,1,18,73.5,157.5,120,187.5,465
621,526,OH-2013-02,Suzanne Witt,0,23,68.8,65,45,100,210
622,526,OH-2013-02,Sharon Iacovone,0,42,74,100,72.5,122.5,295
623,526,OH-2013-02,Jerriann Doll,0,45,98.5,120,90,170,380
624,526,OH-2013-02,Janet Koenig,0,59,102.8,100,70,145,315
626,526,OH-2013-02,Mye Cooper,0,26,50.6,87.5,52.5,105,245
627,526,OH-2013-02,Jackie Kendziorski,0,31,50,82.5,47.5,112.5,242.5
628,526,OH-2013-02,Irina Padua,0,24,50,82.5,47.5,97.5,227.5
629,526,OH-2013-02,Abigail Hahn,0,27,57.9,62.5,35,85,182.5
630,526,OH-2013-02,Alana Bennington,0,32,85.2,165,70,155,390
631,526,OH-2013-02,Kimberly Jones,0,31,65.3,115,62.5,150,327.5
632,526,OH-2013-02,Hannah Niehaus,0,26,63.7,115,60,145,320
633,526,OH-2013-02,Kim Price,0,30,76.2,155,75,182.5,412.5
634,526,OH-2013-02,Matthew Bobzien,1,20,73,185,120,205,510
635,526,OH-2013-02,Billy Luther,1,22,73.2,165,125,217.5,507.5
636,526,OH-2013-02,Alex Cramer,1,20,88.2,185,137.5,250,572.5
637,526,OH-2013-02,Michael George,1,18,87,200,127.5,242.5,570
638,526,OH-2013-02,Abraham Chevlen,1,21,83.2,165,107.5,190,462.5
639,526,OH-2013-02,Tyler Cook,1,22,98.5,185,155,265,605
640,526,OH-2013-02,Austen Vickers,1,22,120.9,272.5,182.5,287.5,742.5
641,526,OH-2013-02,Nick Durant,1,22,67.4,125,85,165,375
642,526,OH-2013-02,Jonnie Candito,1,21,81.6,242.5,142.5,275,660
643,526,OH-2013-02,Shawn Stickley,1,21,80.9,200,115,245,560
644,526,OH-2013-02,Matthew Guzik,1,21,76.7,185,115,232.5,532.5
645,526,OH-2013-02,Joe Candito,1,24,80.9,170,140,215,525
646,526,OH-2013-02,Evan Byrne,1,23,77.2,160,105,185,450
647,526,OH-2013-02,Dwain Croskey,1,42,107.3,215,145,297.5,657.5
648,526,OH-2013-02,Dave Morgan,1,45,89.4,162.5,117.5,205,485
649,526,OH-2013-02,John Resor,1,54,98.9,135,97.5,167.5,400
650,526,OH-2013-02,Michael Harvey,1,,74.1,160,95,210,465
651,526,OH-2013-02,Brett Hof,1,26,71.3,150,125,187.5,462.5
652,526,OH-2013-02,Robert O'Brien,1,28,72.5,130,92.5,145,367.5
653,526,OH-2013-02,Ian Emmons,1,28,89.7,200,150,250,600
654,526,OH-2013-02,Tom Mazzotta,1,,87.2,155,105,200,460
655,526,OH-2013-02,Norman Groves,1,26,89,135,80,160,375
656,526,OH-2013-02,RD Caldwell Jr,1,29,93,267.5,185,287.5,740
657,526,OH-2013-02,Jeff Goodrich,1,,99.7,240,172.5,285,697.5
658,526,OH-2013-02,Brian Robert,1,30,98.8,207.5,142.5,232.5,582.5
659,526,OH-2013-02,David Litvin,1,32,95.8,145,110,182.5,437.5
660,526,OH-2013-02,Bob Euker,1,,105.5,252.5,175,300,727.5
661,526,OH-2013-02,Paul Felder,1,30,117.5,245,167.5,285,697.5
662,526,OH-2013-02,Benjamin Parks,1,,119.3,242.5,147.5,260,650
663,526,OH-2013-02,Ryan Fecteau,1,28,118.9,210,142.5,260,612.5
664,526,OH-2013-02,Ken Gresham,1,27,115.7,197.5,125,232.5,555
666,526,OH-2013-02,Kevin Bombik,1,28,66.2,157.5,110,220,487.5
667,526,OH-2013-02,Lloyd Summers,1,,79.7,212.5,167.5,255,635
668,526,OH-2013-02,Matt Horvath,1,30,81.7,190,137.5,255,582.5
669,526,OH-2013-02,Matt Maloney,1,28,82,207.5,115,230,552.5
670,526,OH-2013-02,Cory Sayer,1,,81.1,140,110,187.5,437.5
671,526,OH-2013-02,Christopher Hartman,1,25,80.4,130,100,175,405
672,526,OH-2013-02,Neil Madsen,1,19,89.9,125,87.5,160,372.5
673,526,OH-2013-02,Mason Hall,1,18,65.6,145,85,160,390
724,527,GA-2013-04,Robert Leatherwood,1,,80,230,132.5,215,577.5
725,527,GA-2013-04,Lauren Bridgers,0,20,51.7,80,55,100,235
726,527,GA-2013-04,Julia Cannizzaro,0,20,59.4,70,62.5,115,247.5
727,527,GA-2013-04,Amy Walden,0,20,74.4,127.5,60,135,322.5
729,527,GA-2013-04,Shannan D'Annunzio,0,42,55.8,82.5,57.5,117.5,257.5
730,527,GA-2013-04,Alicia Webb,0,42,88.1,185,92.5,177.5,455
731,527,GA-2013-04,Brigette Killion,0,44,66.1,117.5,57.5,127.5,302.5
732,527,GA-2013-04,Cathy Mele,0,47,58.1,77.5,55,125,257.5
733,527,GA-2013-04,Angela Erwin,0,45,65,55,45,100,200
734,527,GA-2013-04,Anna Anton,0,50,56.9,92.5,57.5,112.5,262.5
735,527,GA-2013-04,Judy McHan,0,55,62.1,72.5,47.5,115,235
736,527,GA-2013-04,Fran Poirier,0,59,79.3,70,40,72.5,182.5
737,527,GA-2013-04,Beth Little,0,61,95.4,35,37.5,90,162.5
738,527,GA-2013-04,Vicki Phath,0,,46.1,90,60,95,245
739,527,GA-2013-04,Heather Melton,0,24,58.4,107.5,60,110,277.5
740,527,GA-2013-04,Aimee Conners,0,,59.9,102.5,50,117.5,270
741,527,GA-2013-04,Ansley Buck,0,36,59.3,75,40,105,220
742,527,GA-2013-04,Angela Bivens,0,33,73.6,140,65,180,385
743,527,GA-2013-04,Heather Hall,0,38,115.7,165,102.5,175,442.5
744,527,GA-2013-04,Amanda Jonnala,0,37,110.2,100,70,142.5,312.5
745,527,GA-2013-04,Lis Saunders,0,,67.3,132.5,65,137.5,335
746,527,GA-2013-04,Robin Edwards,0,32,65.1,97.5,55,127.5,280
747,527,GA-2013-04,Ariana Santos,0,27,65.6,107.5,47.5,125,280
748,527,GA-2013-04,Shana White,0,35,81.1,137.5,85,182.5,405
749,527,GA-2013-04,Amanda Carroll,0,33,80.3,135,70,160,365
750,527,GA-2013-04,Alexis Harvey,0,35,81.1,115,62.5,140,317.5
751,527,GA-2013-04,Alyssa Brown,0,19,54.6,85,40,92.5,217.5
752,527,GA-2013-04,Leng Vang,1,23,55.2,125,77.5,162.5,365
753,527,GA-2013-04,Sampreet Reddy,1,22,54.6,107.5,80,150,337.5
754,527,GA-2013-04,James Vang,1,21,67.6,212.5,142.5,247.5,602.5
755,527,GA-2013-04,Arthur Bui,1,21,73.2,190,122.5,220,532.5
756,527,GA-2013-04,Kyle West,1,21,72.5,167.5,107.5,220,495
757,527,GA-2013-04,Aidan Dowdle,1,21,73,172.5,87.5,202.5,462.5
758,527,GA-2013-04,Cody Leatherwood,1,21,85.4,235,125,250,610
759,527,GA-2013-04,Stefano Fenu,1,20,87.6,235,135,230,600
760,527,GA-2013-04,Grant Barnett,1,20,87.4,212.5,132.5,245,590
761,527,GA-2013-04,David Braden,1,23,88.4,165,122.5,197.5,485
762,527,GA-2013-04,Harlin Miller,1,21,88,135,127.5,197.5,460
763,527,GA-2013-04,Nick Coker,1,,98.2,245,155,275,675
764,527,GA-2013-04,Kendall Holderfield,1,22,97.8,200,150,265,615
765,527,GA-2013-04,Brendan Earls,1,22,97,192.5,125,220,537.5
766,527,GA-2013-04,Steven Brooks,1,20,90.6,175,112.5,210,497.5
767,527,GA-2013-04,Miles Walk,1,22,113.8,220,167.5,260,647.5
768,527,GA-2013-04,Sue Yang,1,22,117.6,200,142.5,212.5,555
769,527,GA-2013-04,Stephen Slater,1,23,127.8,270,190,272.5,732.5
770,527,GA-2013-04,Dwayne Green,1,23,139,245,147.5,227.5,620
771,527,GA-2013-04,Bryan Bain,1,20,66.3,110,85,180,375
772,527,GA-2013-04,Aaron Carmichael,1,22,61.7,110,77.5,137.5,325
773,527,GA-2013-04,Brooks Conway,1,23,82.5,235,167.5,272.5,675
774,527,GA-2013-04,Michael Underwood,1,20,81.8,175,125,215,515
775,527,GA-2013-04,Jeremy Cox,1,23,78.7,152.5,127.5,227.5,507.5
776,527,GA-2013-04,Chris Lansing,1,23,79.3,150,85,195,430
777,527,GA-2013-04,Eric Levy,1,41,89.6,190,117.5,237.5,545
778,527,GA-2013-04,Al Macaulay,1,45,87.8,137.5,115,162.5,415
779,527,GA-2013-04,Chuck Beasley,1,41,98.2,177.5,125,207.5,510
780,527,GA-2013-04,Pete Bush,1,41,107.4,257.5,157.5,272.5,687.5
781,527,GA-2013-04,Scott Zion,1,49,89.2,190,132.5,220,542.5
782,527,GA-2013-04,Will Johnson,1,46,90,182.5,135,222.5,540
783,527,GA-2013-04,Mike Compton,1,,82.8,167.5,130,185,482.5
784,527,GA-2013-04,John Mason,1,47,123,182.5,157.5,205,545
786,527,GA-2013-04,Joe Destito,1,51,74.7,120,95,172.5,387.5
787,527,GA-2013-04,David Densford,1,52,121.4,165,105,152.5,422.5
788,527,GA-2013-04,Darrell Grizzle,1,51,139.4,120,90,152.5,362.5
789,527,GA-2013-04,Wade Sparks,1,54,81.4,155,95,185,435
790,527,GA-2013-04,Corey Brown,1,20,79.7,137.5,100,205,442.5
791,527,GA-2013-04,David Cho,1,26,74.9,115,90,155,360
792,527,GA-2013-04,Alex Kennedy,1,27,88.4,190,170,242.5,602.5
793,527,GA-2013-04,Shaun Oliver,1,40,85.8,215,137.5,230,582.5
794,527,GA-2013-04,David Bell,1,26,86.2,200,132.5,215,547.5
795,527,GA-2013-04,Shaun Eshraghi,1,28,89,185,135,207.5,527.5
796,527,GA-2013-04,Matthew Parsons,1,25,89.6,162.5,120,185,467.5
797,527,GA-2013-04,Marquez Hutchinson,1,28,86.2,162.5,115,185,462.5
798,527,GA-2013-04,Christopher Madrid,1,,97.8,220,130,250,600
799,527,GA-2013-04,Damion Johnson,1,31,96.6,192.5,157.5,232.5,582.5
800,527,GA-2013-04,Ryan Hayes,1,20,99.6,190,142.5,245,577.5
801,527,GA-2013-04,Danny Pate,1,26,92.8,197.5,125,247.5,570
802,527,GA-2013-04,Brian Wickman,1,34,98.8,180,132.5,227.5,540
803,527,GA-2013-04,Justin Migliaccio,1,24,91,130,105,162.5,397.5
804,527,GA-2013-04,Arin Canecchio,1,25,101.2,250,177.5,272.5,700
805,527,GA-2013-04,Jay Glenn,1,26,107.2,237.5,170,237.5,645
806,527,GA-2013-04,Gary Brewer,1,29,106.8,190,150,235,575
807,527,GA-2013-04,Leondre Duke,1,,109,195,130,250,575
808,527,GA-2013-04,Ricky Hayes,1,26,108,177.5,140,237.5,555
809,527,GA-2013-04,Robert Brown,1,26,108.2,190,110,227.5,527.5
810,527,GA-2013-04,Perry Ellis,1,32,122.8,342.5,197.5,190,730
811,527,GA-2013-04,Allen Griffin,1,32,120.4,265,152.5,260,677.5
812,527,GA-2013-04,Gregory Hawthorne,1,30,114,190,132.5,287.5,610
813,527,GA-2013-04,Trent Henry,1,37,119.4,182.5,145,227.5,555
814,527,GA-2013-04,Matthew Thomas,1,28,121,192.5,137.5,215,545
815,527,GA-2013-04,Ben Podbielski,1,28,159.4,242.5,195,265,702.5
816,527,GA-2013-04,Stephen Chamblee,1,33,132,250,182.5,262.5,695
817,527,GA-2013-04,Chao Yang,1,30,146,215,150,220,585
